userid,tweet
1599077585727668224,@AndrzejDunowski @vegan_logic I'm vegan after animal products made me extremely unwell because I can digest them. It works both ways
1599077585727668224,@Downforcer1 @thetimes If it was just me to think about then no problem but I have children too
1599077585727668224,@Downforcer1 @thetimes Just not worth the risk in the UK. One day hopefully will be legal
1599077585727668224,"@Downforcer1 @thetimes I have in the past but due to cost , can't afford a clinic and then also can't guarantee what you get from buying it on the street it's just not accessible. It was though very beneficial in the past. Legalisation would make a huge difference to people like me."
1599077585727668224,"@N_K_R51 @BBCNews You know in the animal kingdom there are animals attracted to the same sex.This isn't your religion speaking it's your homophobia.If 2 people love each other, want to declare that love Infront of others and have the same security of marriage why not?P.s gay Christians exist."
1599077585727668224,"@thetimes Dependence and addiction are two different things. I am on some days dependent on my pain medication to move and function. I am not addicted, I am in pain. This would target chronically ill and disabled and once again we would have to prove we Arnt drug seekers!"
1599077585727668224,@NeuroRebel My 1 year old does show some signs and ofcourse with myself being neurodivergent we do notice it more but we don't read into it just yet and we let him be him and happy. He stims alot and we do it with him just follow his lead.
1599077585727668224,"@ask_aubry Yep, they add a vagina wig just to hide it 🙄"
1599077585727668224,@N_K_R51 @BBCNews Would rather be an atheist and base on facts and evidence than believe in fairy tales written in a book altered over time to suit and then interpretations leading to bigotry. Anything about homosexuality wasn't added to the bible until 1946.
1599077585727668224,"@AutisticCoach_ My health prefers natural and I can't process meat , fish intolerant to eggs, dairy etc (I eat a vegan diet) but the actual energy to cook isn't always there and I haven't been able to tolerate a meal in months ."
1599077585727668224,@ask_aubry Eh ? That's makes no sense 😂
1599077585727668224,"Seriously? What's with the #redonions that arnt red ?? 
#nologic #onions #why #purple #audhd #wormhole https://t.co/VmST10a9Sq"
1599077585727668224,@hannamashima Sounds like you are much better off without him .
1599077585727668224,@LeeAndersonMP_ Are any actually legal to be holding a pint and... Do you often hang around with kids 🤔
1599077585727668224,@adamfare1996 When they don't understand why 'all your tests are normal ' can be devestating for someone who is very obviously Ill and just wants answers
1599077585727668224,@Uncle_Pigfoot @SydMuddy @theautismcafe If only people were listened to instead of people thinking they know more than we do when it comes to our own experience
1599077585727668224,"@Mollys_ADHD You are a roll model she's right . A roll model for taking the help when you needed it, taking your meds which you knew you needed and being self aware to use the tools designed to support you inturn helping all of us do the same ."
1599077585727668224,@Uncle_Pigfoot @SydMuddy @theautismcafe I think many of us have met social workers like that. I do try not to judge all but I was told I was a narcissist by one (I was actually autistic) and my friend lost her life due to failings by others so all this 'i know better' doesn't wash with me
1599077585727668224,@N_K_R51 @BBCNews Multiple four letter words that are real and exist unlike your sky daddy you uses as an excuse to shame people
1599077585727668224,@SydMuddy @Uncle_Pigfoot @theautismcafe Those professionals fobbed me off with depression and anxiety until I could find money to find the assessment myself! I was told I was a hypochondriac until I worked out I had EDS and then after being mocked by 'professionals' was diagnosed. Education didn't work did I did!
1599077585727668224,@N_K_R51 @BBCNews Shhhh 🤐
1599077585727668224,@SydMuddy @Uncle_Pigfoot @theautismcafe Are you qualified to speak on behalf of all of us? No . I have a psychiatrist who is qualified to assess who does believe that self diagnosis can be completely valid and a piece of paper does not make you less or more autistic . Autism diagnosed on a basis of symptoms
1599077585727668224,@vegan_logic Is breast milk dairy ? Nope but still milk 🤷🏻‍♀️
1599077585727668224,@Uncle_Pigfoot @SydMuddy @theautismcafe Very well put .
1599077585727668224,@SenatorBaldwin Nothing says it is dairy it says is oat milk . Breast milk isn't dairy neither but it's milk . We made up the name milk remember.
1599077585727668224,"Do you have a #stimming baby ? All #babies stim to a degree and we don't read into I'd despite my #Audhd infact we encourage it andake sure he can stim safely. He's one and currently it's head shaking, throwing himself at you and playing with wheels !"
1599077585727668224,@hmm_cook It's how we know babies and young children are communicating . I don't know why we all of a sudden stop seeing it as ok as soon as they converse . Actions speak louder than words and all that
1599077585727668224,@ashleyann_atx And often we turn out to be undiagnosed autistic
1599077585727668224,@AutisticCallum_ I do it but I think it's because I forget to drink and I love that refreshing feeling of downing cold water but our water in Scotland is amazing . I usually have 3 half finished drinks next to me
1599077585727668224,@ask_aubry Especially when you're pregnant jeezo . Go to a pharmacy.
1599077585727668224,@Uncle_Pigfoot @SydMuddy @theautismcafe This 🙌🙌
1599077585727668224,@backoffscotland Vile creatures
1599077585727668224,@scotfamparty Scum ! Harassing people when they access healthcare
1599077585727668224,@spucprolife Your goal is to take control of all the uterus'es of the UK and remove our bodily autonomy
1599077585727668224,"@SamusKitsune @JoyTheMothEnby The actual practice of being vegan is not itself classist , ableist, racist etc . The people within can be. Even the vegan society say vegan where possible and practical. Every society has ones who use there beliefs in a negative way."
1599077585727668224,So #ctscan with contrast is a weird one. Even though I was warned I genuinely thought I pee'd myself 🤣
1599077585727668224,@SydMuddy @theautismcafe When I was 15 I was diagnosed with depression in a 5 min go appointment. I was put on antidepressants and this continued for 15 years until I did my homework and realised I had ADHD and then it was brought up at my assessment that I was likely autistic too not just depressed
1599077585727668224,@SydMuddy @theautismcafe The opportunity to the same access of care. I was self diagnosed with adhd long before formally. I found support and strategies to manage until I saved the £1000 for a private assessment. Feel free to fund them many without access
1599077585727668224,@SydMuddy @theautismcafe No one is saying self diagnosis is a REPLACEMENT for a formal Diagnosis but if it is valid. It can help a person gain education to be more aware of themselves and manage their struggles. This is about singular people having the best quality of life even when they don't have
1599077585727668224,On a bus to another medical appointment but getting to watch the sun come up over the Scottish countryside. #itsthelittlethings #scotland #sunrise
1599077585727668224,@SydMuddy @theautismcafe But it's not as a whole done on a whim. If someone has done the research and checked the boxes why not ? What does it change for people formally diagnosed? Nothing. As a social worker you would know how inaccessible the access is and how females especially are misunderstood.
1599077585727668224,@muffinsplanned @theautismcafe Precisely. It doesn't take anything away from those formally diagnosed you can even claim disability without a formal Diagnosis as it is down to how your life is impacted.
1599077585727668224,@nosleepbob @theautismcafe It's just too much. There's is no financial equality for diagnosis. My adhd assessment cost far too much to the point I had to choose which to pay for.
1599077585727668224,"@ScotNational I would rather someone was passionate, honest and the odd swear word dropped out because of it that waffling and lying ."
1599077585727668224,@No1Gillygolfer @ScotNational I'd rather he swore and was honest than lies and bullshits. He's more one of us than most of them ever will be
1599077585727668224,@WilliamShatner You can support who you want but please speak to actually autistic individuals to ask why you're money could be more beneficial elsewhere for the autistic community
1599077585727668224,@theautismcafe ABA is wrong on so many levels . Instead of trying to teach him to be different to suit others educate others to see differently to suit him and many others
1599077585727668224,"@theautismcafe How about you understand that diagnosis is often not accessible, the process is not suited to many minority groups and is biased to younger males. The management is no different if you are self diagnosed or formally. Self diagnosis is and will always be valid."
1219026734793863169,"It’s not all BMW drivers, but it’s always a BMW driver"
1219026734793863169,@slutty_username Actually now that I think about it we got midnight a collar with a bell on it because she would hide in random places and sleep and we went crazy looking for her and I think in her head it’s a toy so that might help
1219026734793863169,"@slutty_username Trash is a lot like that too and so is midnight, they just never gave any issues towards that"
1219026734793863169,"@slutty_username I never really had this issue for my cats, they sort of just didn’t care"
1219026734793863169,"They’re like early high school age, i was already essentially and adult by then but in my head they’ll always be kids"
1219026734793863169,"My younger cousins started following me on social media, I gotta watch what I post now that I know there’s kids watching"
1219026734793863169,"@NebsGoodTakes Hot take, blue lasers look cooler and better than the red lasers"
1219026734793863169,@SheHulkShill Leto sneak
1219026734793863169,Average car cleaner in Chicago tbh
1219026734793863169,"@MrBeast You should send it to me, I’m the charity"
1219026734793863169,"@KptnKewl @D4hz4hn I mean it was pretty boring, I only really cared about the final arc and that Zatanna arc because those were the only interesting ones"
1219026734793863169,"@vindictivehag Heavy rain makes me feel like I’m in a movie, heavy wind is annoying"
1219026734793863169,@cursedmei https://t.co/B9YNujoWmy
1219026734793863169,https://t.co/g0kyvn8uFu
1219026734793863169,Just clicked in my head that most of the women I’ve been attracted to were born pre 9/11
1219026734793863169,Whimsical and child like wonder
1219026734793863169,@WoldenAnita Because fun
1219026734793863169,"@eleanordotcomm I actually would, a hole is a hole, don’t matter who you dig it with"
1219026734793863169,@Browntable_Ent Well you are an amazing artist tbh
1219026734793863169,"@MAguilar1209 @ColumboFanAcct @CosmonautMarcus No, I’ve seen the president voices do the der eisendrache Easter egg and that shit was pretty entertaining"
1219026734793863169,@charleyonhere It was his parents and he shouldn’t have been bullied for views his parents have
1219026734793863169,"@AhComfy We’ll look at me, I’m the same race as George Lopez"
1219026734793863169,Some of you haven’t had a gun pointed at you and it shows
1219026734793863169,@DismalWether Both https://t.co/ZxEfs2d40c
1219026734793863169,I tired to see what my hair would look like with a middle part and dead ass looked like this https://t.co/qF4gEbhSq4
1219026734793863169,"@bimbosinc I went though this last year, I know what you’re going through, it was really rough, let me know if you need to talk"
1219026734793863169,Nah they got DCOM music on this goofy ass playlist https://t.co/h1cKzVzCeN
1219026734793863169,What is this https://t.co/KXF9kZdh9z
1219026734793863169,@Greg_Weisman I aint gonna lie bro you kinda did fuck up seasons 3 and 4
1219026734793863169,"@judgementshae He’s the goat, he’s still do it today"
1219026734793863169,https://t.co/I4yhuyYNkG
1219026734793863169,@ComicLoverMari Like Young Justice was trying to be bad at some points and then begging people to help renew it
1219026734793863169,@ComicLoverMari To be fair JL stayed constant in its quality the whole way through while Young Justice fell off as soon as it was revived with occasional good episodes
1219026734793863169,@TheNerdSpider This show is pretty good still till season 3
1219026734793863169,"@PattyNest @NebsGoodTakes He did, earth 1 laurel didn’t tho she stayed dead and earth 2 laurel has survivors guilt because she thinks Oliver kept her dead so that Earth 2 laurel can stay on earth 1"
1219026734793863169,@2Danzzzzz @Bctdcbc @DiscussingFilm Literally every joker performance after him tries to emulate him or out crazy him instead of do their own thing it’s so funny and sad at the same time
1219026734793863169,@D4hz4hn The craziest part about it is that people still believe it
1219026734793863169,@Browntable_Ent My honest reaction https://t.co/yZhtM2IONH
1219026734793863169,@mkultravampire You should steal theirs as revenge
1219026734793863169,"There was a hawk that was trying to nest at the school, they chose it for the schools abundance of rats and mice, their corpse littered the tree the hawk was staying at"
1219026734793863169,"There was a fight between two sophomores who were fighting over the same guy, i was bored so I instigated and I guess the guy was also bored cause he did the same, however when the fight started and his gf was losing he jumped in to try and deescalate the situation he was punched"
1219026734793863169,"But expectedly didn’t stop the fight till the junior was on the floor beaten, bruised and unable to stand up"
1219026734793863169,"There was a fight between a freshman and a Junior girl, a teacher went to stop it but he was watching Netflix at the time and because he didn’t want to stop he took the computer with him to stop the fight, he impressively didn’t once drop the computer"
1219026734793863169,"This wasn’t a big thing but there was a really big puzzle a big group of students was working on, I stole a random piece every I passed them and threw it away"
1219026734793863169,Two students allegedly had sex on a couch while there was a class happening in the same room
1219026734793863169,"A man was hit by the train while on the train tracks next to the school the school, the middle schoolers had their lunch period at this time and witnessed the entire thing"
1219026734793863169,"Students were fined for parking in the parking lot because it was teachers only, this lead to students parking at a factory next to the school, this lead to the factory allegedly suing the school"
1219026734793863169,Leading many to believe the school themselves did it because the staff also found it more convenient
1219026734793863169,"It was then soldered again by staff, then immediately soldered open again by students, this repeated several times before it seemingly stuck around as closed, but towards the end of the year it was opened again with no alleged person responsible"
1219026734793863169,"Someone broke the part of the gate that’s by the train tracks, most students started using this as an exit as it was more convenient due to being right in-front of the two bus stops and also constantly open, it was then soldered closed by staff, then soldered open by students"
1219026734793863169,"They never served detention when we came back for the final month of junior year, mostly because no one cares enough, but partly because most of the staff who would’ve remembered got fired or under investigation for the cover up incident"
1219026734793863169,"They ate their food in the office while being told that they’ll have a 2 week suspension and as of yet undetermined amount of detention for their act starting Monday, unknowingly to the staff we would enter a two week quarantine on Monday which would extend to two years"
1219026734793863169,"Many students were forced to cancel their orders or not allowed to get it, 2 girls didn’t want their money to be wasted and in exchange of 5 bucks I helped them sneak out to pick up their food, they were caught picking up the food"
1219026734793863169,"When COVID started becoming more prevalent the school started implementing many restrictions such as no longer allowing students to order food, they forgot to tell us"
1219026734793863169,school did nothing because cameras only showed a bunch of kids wearing camouflage and black backpacks jumping the fence and placing security guards there to catch people in the act would be dumb when you can have them just unlock the gate instead
1219026734793863169,"The security guards took up to 20 minutes to unlock the gates to let students leave, this resulted in students jumping the fenece almost everyday"
1219026734793863169,"Someone broke my personal laptop, i yelled at the possible culprits, they cried because I was seen as the nice person in the school and no one had ever seen me feel anything worse than indifferent and people where genuinely scared"
1219026734793863169,A kid drove a dirt bike into the football field and crashed it into a light pole mid practice
1219026734793863169,A group of drug dealers would break into the schools football field via the train tracks and sold drugs to kids during their lunch period
1219026734793863169,Half of the staff had a criminal record
1219026734793863169,"We had a military instructor named minor who was ironically attracted to minors, he was fired"
1219026734793863169,This was entirely given up after three weeks when the vice principal tried to get a girl to sign in as late and she yelled “get the fuck away from me you fucking pedophile”
1219026734793863169,"And because we didn’t have assigned locations to from up, everyone stood next to their friends essentially taking away the punishment and shaming aspect that it was meant to have"
1219026734793863169,"Senior year they tired to make students show up to formation on time by holding kids in the front of the school till first period and register that they are late to school and attempting to ditch formation, all of my friends including me showed up late"
1219026734793863169,Senior year my friend accidentally brought a hammer and an air soft gun to school without anyone finding out till 2nd period where he tried to take out a notebook but instead he pulled me aside and showed me in disbelief
1219026734793863169,Sophomore year a kid suck in a Bowie Knife
1219026734793863169,A kid tired to sneak a vape pen in though a sealed hot Cheetos bag completely not understanding how mental detectors work
1219026734793863169,"This was one of the biggest acts of solidarity by the students and was considered to be the first time students started fighting back against the admin in an effort to improve the school, a move that was spearheaded by seniors who had the least to gain by the changes"
1219026734793863169,"Senior year, someone threw an ice cream Sunday at a security guard from the second floor window, everyone saw who it was, no body snitched, the school checked the cameras and saw nothing, it’s believed a separate student who has access to the main office deleted the footage"
1219026734793863169,"One day everyone came to school and saw bullet holes, shells and bullets scattered around the first floor along with one of the glass doors being shattered, we still don’t know what happened"
1219026734793863169,There’s no proof of this but it’s believed a student had a fist fight with a teacher
1219026734793863169,Casas judged a senior for dating a freshman {which was admittedly weird and concerning) this is funny considering what he did
1219026734793863169,"Casas threw a desk at a window but struggled to pick up a desk, he didn’t face any repercussions for this but he got placed on paid leave later that year anyway"
1219026734793863169,"Casas would tell my class a lot about his personal life because he liked us, we assumed it was because we were his highest performing class and while that might be partly true, it’s entirely believed he was attempting to groom 3 female students, I think it’s a bit of both"
1219026734793863169,"Freshman year, Casas told us about his relationship with the student in hopes of getting dating advice, we didn’t realize this till much later"
1219026734793863169,Senior year a teacher told a student to go back to their country
1219026734793863169,"The teacher decided to punish this student by having him replace every single notebook by hand, me being petty, I forced him to recreate all the doodles I made too, when I was handed the book back by him I promptly threw it away in front of him"
1219026734793863169,"My senior year an either an 8th grader, a freshman or a sophomore (I can’t remember which) threw a tantrum and preceded to open several windows and throw things out the window as it was raining, one of these things being my notebook which we were obligated to keep in class"
1219026734793863169,I made a presentation with the intent of harassing a teacher and then presented it to the entire senior class
1219026734793863169,"My school had the tradition of doing nothing on Halloween and letting students do absolutely whatever, a student tired to pirate the conjuring for my class, we ended up accidentally watching cannibal holocaust, this lead to the school banning piracy"
1219026734793863169,Student made a presentation where he accidentally showed porn to the class
1219026734793863169,"@MationMiss @moveable35 Yeah, real mid"
1219026734793863169,I fucking hate the CTA https://t.co/mLGeMdCVvY
1219026734793863169,@slutty_username Okay
1219026734793863169,One of the replacement music teachers told me and another female student “to just fuck already” I still don’t know what the fuck that was about
1219026734793863169,As he grabbed his things to leave a female student jokingly said “bye Mommy” not realizing what was going on or how badly that comment will age
1219026734793863169,"After Casas was told he was under investigation he had to drop everything and leave the building, he later ran a marathon that day, before he was asked to leave the building he was about to grade my test"
1219026734793863169,"I’ll update the thread if I remember anything else,
If anyone wants me to expand on anything and the answer isn’t “I don’t know” I’ll answer it to the best of my ability if asked"
1219026734793863169,To quote my friend Jason “doesn’t that mf have COVID?”
1219026734793863169,"After he was fired he showed up to school demanding his job back, he has just sent the email that morning, leaving many students (including myself) confused having just read that he’s COVID positive and them seeing him walk past us and give us a pat on the shoulder"
1219026734793863169,"The commandant incident, the commandant of the school tested positive for COVID, he then sent all students and staff an email saying he tested positive, he then started spouting anti vax rhetoric, before denying COVID’s existence despite having it
He was promptly fired"
1219026734793863169,"Class of 2022 had the highest graduating class in the schools history, and it is believed that our recorded isn’t going to be beat any time soon"
1219026734793863169,As the class of 2022 was getting ready to graduate there was legitimate concerns about the Marines dropping funding for the school which is where we go most of our money from due to all the recent events and press
1219026734793863169,Allegedly
1219026734793863169,"A video of a super senior having sexual relations with a minor surfaced on another school gossip gimmick account, this video was reported to a teacher who reported it to the admin, unsurprisingly they covered it up"
1219026734793863169,"Another friend stole a door handle from a teacher, he returned it to the teacher at the end of the year as a graduation present"
1219026734793863169,"After the devious lick trend, my friend stole a wet floor sign cause he thought it looked cool, my other friend stole the lock of the only remaining stall door because it just fell off as he tried to use it and he thought it was funny"
1219026734793863169,Devious lick trend resulted in doors being stolen off the third floor men’s bathroom stall
1219026734793863169,Once the head secretary guard saw that I was the one who refused to exit the bathroom she immediately believed me because “look at him”
861985805883109377,"Market corrections are healthy

Sorry not sorry"
861985805883109377,@PriceAvocado @Thefrugalgay11 @RealEstateMaxi @ResilientRei @Lawrence_Briggs Congrats - we all know that feels GREAT! And thanks for the shout out!
861985805883109377,"@DreamDividend #1 at 31
#2 at 33
I'm 33 lol"
861985805883109377,@MoneyJrod Team Honda here!
861985805883109377,@RealEstateMaxi Short shifting for the win
861985805883109377,@RealEstateMaxi This is not talked about enough and is a huge part of my success.
861985805883109377,*Who knew? 😂
861985805883109377,"@mastermoneyco Thanks, Andrew!"
861985805883109377,"YouTube:
https://t.co/JPPdsdPFSh"
861985805883109377,"Apple:
https://t.co/1K5zXkHyx3"
861985805883109377,"Spotify:
https://t.co/VIB61CRsjT"
861985805883109377,"When flipping land, you only need to hold for 60 days!

Why knew?

@turningprofit knows ALL about it, and he schooled me on this week's Adulting Is Easy #realestate episode

Watch and listen below: https://t.co/4ZPU5xX1z3"
861985805883109377,@justgrea8 ty
861985805883109377,@Chadmoneymatter https://t.co/b4aqgwukbi
861985805883109377,@Chadmoneymatter Yes I did check. Had that many followers lol
861985805883109377,@thewealthster So not like it
861985805883109377,@accordingathena I'm sorry. But I hope the EMDR works.
861985805883109377,@CondoCrystal https://t.co/sRu55CI3aK
861985805883109377,@sho_fliteinvest Remote
861985805883109377,@Being_Melody Passive aggressive AF
861985805883109377,@KeithcKeith Get a dashboard from PriceLabs
861985805883109377,Pretty awesome what changing the flooring and getting pro pics can do https://t.co/fzEl1fQfeU
861985805883109377,@dellakirkman 🙋‍♀️
861985805883109377,"@JeffreyHiggins @danefossee OMG no 

I kinda dislike 5 lol"
861985805883109377,"@joejitsu13 3 properties
9 STR doors
1 is a camper
and we rotate as they book

(doesn't includes the LTRs)"
861985805883109377,@RileyGiauque We hire cleaners
861985805883109377,@W2Freedom No. That would be another 1-2k.
861985805883109377,@themarkethustle Omg is that a thing
861985805883109377,@danefossee A lot of time the law dictates
861985805883109377,@StIroningShirts Almost!
861985805883109377,"If you want to sign up for Zlappo to schedule your own tweets, please use my referral link:
https://t.co/ktMgG6f12j"
861985805883109377,Finally made it to 50 scheduled tweets! I feel so productive lol https://t.co/NoGeZx47N6
861985805883109377,"@STRGUYS These properties are worth about $1.9M, with $1 million in loans"
861985805883109377,@PrinceofPFM Yes for that time period
861985805883109377,"@GCiams I'm sure! We've only put 20% down, but those vacation loans are great."
861985805883109377,@InvestwithMonke It'll be worth it!
861985805883109377,@RileyGiauque West Coast of FL
861985805883109377,"@OhHaiAndy Wow! Very similar to me:
28k
250k (rentals)"
861985805883109377,@MooreFinancialM Of course
861985805883109377,@Budgetdog_ MASSAGE
861985805883109377,@jonfitzsimon 🥰
861985805883109377,@ColoradoRick1 For sure
861985805883109377,@Tawcan I feel this
861985805883109377,@lady__bost The battery is dying
861985805883109377,@Mrs1500 I don't like that
861985805883109377,@financeswithsam Haha haha classic
861985805883109377,@TheFMadventure Always
861985805883109377,@TheFioneers https://t.co/Pmcvyb6mEX
861985805883109377,"@financeswithsam I really wish people understood the opportunity cost of having a car payment of that size. Most folks aren't making informed decisions when they do this.

Side note, the underwriting I went thru to get a $1k mortgage vs what little happens for these car payments is stark."
861985805883109377,"@SelfMadeMastery Yes, Kelly. Thank you"
861985805883109377,@DevonKennard EXACTLY THIS
861985805883109377,@financeswithsam 😩
861985805883109377,@richandregular I don't know a lot about Atlanta but... 😅
861985805883109377,@ChrisClickUp The middle is so difficult
861985805883109377,@MeasureTwiceMNY Great visual
861985805883109377,@richandregular I'm so Florida I thought a Gator was laying on the drain
861985805883109377,@SamanthaPostman Be consistent!
861985805883109377,@BednarikMatt Few
861985805883109377,@DivStockpile No idea lol
861985805883109377,@coltdawg It's better than sitting
861985805883109377,@wealthbuildin15 $50
861985805883109377,@themarkethustle 😂
861985805883109377,@Blind__Luck I think term limits for Congress would go a long way
861985805883109377,@Dividend_Dollar https://t.co/PdxUxfADGs
861985805883109377,@RealEstateMaxi Having all my bills covered by real estate has changed my life and taken lots of pressure off
861985805883109377,"@Fire5280 1) I had no idea about 0% FHA (only 0% VA)
2) The profile pic is Tinder Swindler"
861985805883109377,@Budgetdog_ lol!
861985805883109377,@ChrisK_STRs Looks great! On our list to do in the off-season!
